Index,District,No_of_Accused,Category,Acts
931,BHOPAL,1,Sensational & Heinous,"[IPC- 376A, 376B] [POCSO- 5/6]"
932,BHOPAL,7,Sensational & Heinous,"[IPC- 302, 394, 201]"
933,BHOPAL,2,Sensational & Heinous,"[IPC- 363,365] [Othr- 7/8 POCSO]"
934,BHOPAL,2,Sensational & Heinous,"[IPC- 302,34]"
935,BHOPAL,1,Sensational & Heinous,"[IPC- 336,365,366] [Othr- 11/12 POCSO]"
936,BHOPAL,1,Sensational & Heinous,[IPC- 302] [ARMs- 30]
937,BHOPAL,2,Sensational & Heinous,"[IPC- 376,34] [Othr- 3/4 POCSO]"
938,BHOPAL,15,Sensational & Heinous,"[IPC- 122,123,420,467,468,471,120B,201] [Othr- 3,6 TAR BETAR ACT,] [Othr- 4,20,25 TAR ACT] [ITA- 66 B]"
939,BHOPAL,2,Sensational & Heinous,"[IPC- 376(2)N, (2)G, 342] [POCSO- 3/4]"
940,BHOPAL,1,Sensational & Heinous,[IPC- 376] [POCSO- 3/4]
941,BHOPAL,1,Sensational & Heinous,"[IPC- 363, 366, 376,] [POCSO- 3/4]"
942,BHOPAL,3,Sensational & Heinous,"[IPC- 363, 366, 506(B), 354] [POCSO- 3/4]"
943,BHOPAL,1,Sensational & Heinous,"[IPC- 376, 506] [POCSO- 3/4]"
944,BHOPAL,1,Sensational & Heinous,"[IPC- 376(2)(H), 376(2)(F), 376(2)(M)]"
945,BHOPAL,1,Sensational & Heinous,"[IPC- 302, 201, 376] [POCSO- 4/5]"
946,BHOPAL,1,Sensational & Heinous,"[IPC- 302, 201]"
947,BHOPAL,1,Sensational & Heinous,"[IPC- 376(2)(I), 363] [POCSO- 3/4]"
948,BHOPAL,1,Sensational & Heinous,"[IPC- 376A, 3(4-2), 376B, 354A(1)(1)] [POCSO- 7,8,10] [Atrocity- 3(1)(W-2), 3(2)(5-1)]"
949,BHOPAL,1,Sensational & Heinous,"[IPC- 376(2)A,] [POCSO- 5/6]"
950,BURHANPUR,1,POCSO Cases,"[IPC- 363,366,366a,376(2)(n)] [POCSO- 5(?),16]"
951,BURHANPUR,1,POCSO Cases,[IPC- 363] [POCSO- 7/8]
952,BURHANPUR,1,POCSO Cases,"[IPC- 377,367,506] [POCSO- 3,4]"
953,BURHANPUR,1,POCSO Cases,"[IPC- 323,509] [POCSO- 11(i),12]"
954,BURHANPUR,1,POCSO Cases,"[IPC- 341,323,354,354a,506] [POCSO- 8]"
955,BURHANPUR,1,POCSO Cases,"[IPC- 363.366,366a,376(2n)] [POCSO- 3/4]"
956,BURHANPUR,1,POCSO Cases,"[IPC- 363,366,376IInd] [POCSO- 5,L,6]"
957,BURHANPUR,1,POCSO Cases,"[IPC- 354,354a] [POCSO- 7,8]"
958,BURHANPUR,3,POCSO Cases,"[IPC- 363,366a,376(D),323,506] [POCSO- 5/6]"
959,BURHANPUR,1,POCSO Cases,"[IPC- 363,366,376,376(2N),344] [POCSO- 3,4,5(J,II),5(L),6]"
960,BURHANPUR,1,POCSO Cases,"[IPC- 341,354a,354d] [POCSO- 12,8]"
961,BURHANPUR,2,POCSO Cases,"[IPC- 363,366a,376(2),(N),(i)] [POCSO- 5(L),6] [Othr- 146,196,39,192,3,181]"
962,BURHANPUR,1,POCSO Cases,"[IPC- 354(A),354(D),34] [POCSO- 11,12]"
963,BURHANPUR,1,POCSO Cases,"[POCSO- 5,6] [IPC- 376,366,363]"
964,BURHANPUR,1,POCSO Cases,"[IPC- 363,366,376] [POCSO- 3,4]"
965,BURHANPUR,1,POCSO Cases,"[IPC- 363,366a,376(2),(N),376(3)] [POCSO- 5L,6]"
966,BURHANPUR,1,POCSO Cases,"[IPC- 363,366a,368,376] [POCSO- 3/4]"
967,BURHANPUR,2,POCSO Cases,"[IPC- 363,366,368,344,376(2)N,506] [POCSO- 5(l),6,16,17]"
968,BURHANPUR,1,POCSO Cases,"[IPC- 366a,354D,506,363,366,345] [POCSO- 7,8,11(4),12]"
969,BURHANPUR,2,POCSO Cases,"[IPC- 363,366a,376(2),(N)] [POCSO- 5,6]"
970,BURHANPUR,1,POCSO Cases,"[IPC- 452,354,354(A)(1)341] [POCSO- 7,8]"
971,BURHANPUR,1,POCSO Cases,"[IPC- 363,376] [POCSO- 3,4]"
972,BURHANPUR,1,POCSO Cases,"[IPC- 363,366,366(k),376,376(1),376(2] [POCSO- 3,4,5,(L),6]"
973,BURHANPUR,1,POCSO Cases,"[IPC- 354,354GH] [POCSO- 7,8]"
974,BURHANPUR,1,POCSO Cases,"[IPC- 363,366a,376(2)] [POCSO- 5(1),6]"
975,BURHANPUR,2,POCSO Cases,"[IPC- 276,376(2),363,366A,344] [POCSO- 4,7]"
976,BURHANPUR,1,POCSO Cases,"[IPC- 354,354a] [POCSO- 7/8]"
977,BURHANPUR,1,POCSO Cases,"[IPC- 363,366a,376,506] [POCSO- Act 2012 2012 4]"
978,BURHANPUR,1,POCSO Cases,"[IPC- 363,366A,343,376(2KN),376(2,1)] [POCSO- 4,5(1),6]"
979,BURHANPUR,1,POCSO Cases,"[IPC- 363,366,376(2)] [POCSO- 5(L)(J)(ii),6]"
980,BURHANPUR,1,POCSO Cases,"[IPC- 363,376(2)(I),506] [POCSO- 3(A),4]"
981,BURHANPUR,1,POCSO Cases,"[IPC- 363,367,377] [POCSO- 3,4]"
982,BURHANPUR,1,POCSO Cases,"[IPC- 363,366,376(4),2n] [POCSO- 5,L6]"
983,BURHANPUR,1,POCSO Cases,"[IPC- 363,377] [POCSO- 4,6]"
984,BURHANPUR,1,POCSO Cases,"[IPC- 363,366,376(2),(N)] [POCSO- 3/4]"
985,BURHANPUR,2,POCSO Cases,"[IPC- 376,(2),(1),(gh),450,506] [POCSO- 4,6]"
986,BURHANPUR,2,POCSO Cases,"[IPC- 354,354a,354(D),323,506,34] [POCSO- 7,8]"
987,BURHANPUR,3,POCSO Cases,"[IPC- 363,366a,506,376,(2)(I),376(2),376D] [POCSO- 3/4]"
988,BURHANPUR,1,POCSO Cases,"[IPC- 377,363,506] [POCSO- 5/6]"
989,BURHANPUR,1,POCSO Cases,"[IPC- 363,366,302,201] [POCSO- 8]"
990,BURHANPUR,1,POCSO Cases,"[IPC- 354,354 A,] [POCSO- 7/8]"
991,BURHANPUR,3,POCSO Cases,"[IPC- 456,354A,34] [POCSO- 7,8]"
992,BURHANPUR,1,POCSO Cases,"[IPC- 341,354,354(D),323] [POCSO- 5,8,11,12]"
993,BURHANPUR,1,POCSO Cases,"[IPC- 354,354a] [POCSO- 7/8]"
994,BURHANPUR,1,POCSO Cases,"[IPC- 363,366a] [POCSO- 7,8]"
995,BURHANPUR,1,POCSO Cases,"[IPC- 363,366k,376(1)] [POCSO- 3,4]"
996,BURHANPUR,1,POCSO Cases,"[IPC- 363,366,376] [POCSO- 3/4]"
997,BURHANPUR,1,POCSO Cases,"[IPC- 363,366(a),376(2)(i),376(2)(n)] [POCSO- 5,6]"
998,BURHANPUR,1,POCSO Cases,"[IPC- 354,354(a),456] [POCSO- 7,8]"
999,BURHANPUR,1,POCSO Cases,"[IPC- 363,366,376(2)JH] [POCSO- 7,8]"
1000,BURHANPUR,2,POCSO Cases,"[IPC- 363,366,376(1),376(D),376(2)] [POCSO- 3,4,5,7(2),5,6]"
1001,BURHANPUR,1,POCSO Cases,"[IPC- 363,366,376,2in] [POCSO- 5,A,6]"
1002,BURHANPUR,3,POCSO Cases,"[IPC- 363,366A,344,376D,376(2)(N),506] [POCSO- 3,4,5L,6,16]"
1003,BURHANPUR,1,POCSO Cases,"[IPC- 377] [POCSO- 3,4,5m,6]"
1004,BURHANPUR,1,POCSO Cases,"[IPC- 363,366(a)376,] [POCSO- 3/4]"
1005,BURHANPUR,2,POCSO Cases,"[IPC- 451,354,354a,323] [POCSO- 8]"
1006,BURHANPUR,1,POCSO Cases,"[IPC- 354a,(2),509] [POCSO- 11,12]"
1007,BURHANPUR,1,POCSO Cases,"[IPC- 363,366,376(2),ja,dh] [POCSO- 3,4]"
1008,BURHANPUR,1,POCSO Cases,"[IPC- 363,366a,376,(2)] [POCSO- 3/4]"
1009,BURHANPUR,1,POCSO Cases,"[IPC- 363,365,366,336,323,324,34] [POCSO- 7,8]"
1010,BURHANPUR,1,POCSO Cases,"[IPC- 363,366(k),344,376,376(2N)] [POCSO- 3,4,5,6]"
1011,BURHANPUR,1,POCSO Cases,"[IPC- 376, 366, 363] [POCSO- 5,6]"
1012,BURHANPUR,1,POCSO Cases,"[IPC- 354,354k] [POCSO- 7,8]"
1013,BURHANPUR,1,POCSO Cases,"[IPC- 363,366,506] [POCSO- 11(iv),12]"
1014,BURHANPUR,1,POCSO Cases,[IPC- 376(2)(1)305] [POCSO- 5(j)(ii)/6]
1015,BURHANPUR,3,POCSO Cases,"[IPC- 363,366(k),376(2)(dh),368] [POCSO- 5,6]"
1016,BURHANPUR,1,POCSO Cases,"[IPC- 354,354(k),354(gh),506] [POCSO- 8,11(4),12]"
1017,BURHANPUR,2,POCSO Cases,"[IPC- 509,294,506,34] [POCSO- 11,12,7,8]"
1018,BURHANPUR,1,POCSO Cases,"[IPC- 363,366a,376(2)] [POCSO- 3/4]"
1019,BURHANPUR,2,POCSO Cases,"[IPC- 363,366,376,(2n)] [POCSO- 5(1),6]"
1020,BURHANPUR,1,POCSO Cases,"[IPC- 363,366(a),376,376(2)(i),506] [POCSO- Act 2012 2012 4]"
1021,BURHANPUR,1,POCSO Cases,"[IPC- 363,366,376] [POCSO- 3,4]"
1022,BURHANPUR,2,POCSO Cases,"[IPC- 363,366a,368,376,376(2)(i),376d,294,323,506,376(2)(n),344] [POCSO- 4,6,5g,5a(i)]"
1023,BURHANPUR,1,POCSO Cases,"[IPC- 363,366,376(2)(n),506] [POCSO- 3,4,5l,4,6]"
1024,BURHANPUR,1,POCSO Cases,"[IPC- 363,366,376,376(2n)] [POCSO- 3,4]"
1025,BURHANPUR,1,Sensational & Heinous,"[IPC- 363,366(k),376(2)(dh)] [POCSO- 5,6]"
1026,BURHANPUR,3,Sensational & Heinous,"[IPC- 294,323,506,324,307,302,34]"
1027,BURHANPUR,7,Sensational & Heinous,"[IPC- 420,429,467,468]"
1028,BURHANPUR,1,Sensational & Heinous,"[IPC- 302,201]"
1029,BURHANPUR,2,Sensational & Heinous,"[IPC- 201,302,394,34]"
1030,BURHANPUR,1,Sensational & Heinous,"[IPC- 363,376,342] [POCSO- 3ga,4] [Atrocity- 3(2),(V),3,(1),W,(i)]"
1031,BURHANPUR,1,Sensational & Heinous,"[IPC- 307,193]"
1032,BURHANPUR,1,Sensational & Heinous,"[IPC- 363,376,(2)(i)(n)506] [POCSO- 3,4,5(L),6]"
1033,BURHANPUR,2,Sensational & Heinous,"[IPC- 380,406,457 380,406,457]"
1034,BURHANPUR,1,Sensational & Heinous,"[IPC- 363,366ka,376(2),jha,506] [POCSO- 5,6]"
1035,BURHANPUR,1,Sensational & Heinous,[IPC- 302]
1036,BURHANPUR,1,Sensational & Heinous,"[IPC- 376,366,363] [POCSO- 3/4]"
1037,BURHANPUR,1,Sensational & Heinous,"[IPC- 363,366,376,(2)(N)] [POCSO- 5(L),6]"
1038,BURHANPUR,1,Sensational & Heinous,[IPC- 302]
1039,BURHANPUR,1,Sensational & Heinous,"[IPC- 363,366,376(2)jh(dh),506] [POCSO- Act 2012 2012 3,4]"
1040,BURHANPUR,2,Sensational & Heinous,"[NDPS- 8,20]"
1041,BURHANPUR,1,Sensational & Heinous,"[IPC- 363,366A,376(2),(M),376AB,302,201,] [POCSO- 3,4,5I,5K,5M,5R,6]"
1042,BURHANPUR,3,Sensational & Heinous,"[IPC- 302,120B,201,34,498A,304B]"
1043,BURHANPUR,1,Sensational & Heinous,"[IPC- 363,302,364,404]"
1044,BURHANPUR,1,Sensational & Heinous,"[IPC- 363,366,302,201,376] [Othr- 3/4 posco]"
1045,BURHANPUR,1,Sensational & Heinous,"[IPC- 302,307,457]"
1046,BURHANPUR,5,Sensational & Heinous,"[IPC- 363,366,376,(2),(N),34] [Atrocity- 5,6,3(2),(V)]"
1047,BURHANPUR,7,Sensational & Heinous,[IPC- 395]
1048,BURHANPUR,2,Sensational & Heinous,"[ARMs- 25(1)a,a,25(1),b,a]"
1049,BURHANPUR,1,Sensational & Heinous,"[IPC- 302,201]"
1050,BURHANPUR,2,Sensational & Heinous,"[IPC- IPC 302, 394, 449, 342, 34]"
1051,BURHANPUR,1,Sensational & Heinous,"[IPC- 376(2)m,n,f,i,323,506] [POCSO- 3,4,5l,6]"
1052,BURHANPUR,1,Sensational & Heinous,"[IPC- 363,366k,376(2),(1),(N)] [POCSO- 5L,6] [Atrocity- 3(2),(V).(K),3(1),(W)]"
1053,CHHATARPUR,1,POCSO Cases,[IPC- 363 376 366] [POCSO- 3/4]
1054,CHHATARPUR,1,POCSO Cases,"[IPC- 354, 506] [POCSO- 7/8]"
1055,CHHATARPUR,3,POCSO Cases,"[IPC- 363, 366, 376(2),] [POCSO- 5/6] [RSK- 146/196, 3/181]"
1056,CHHATARPUR,2,POCSO Cases,"[IPC- 363, 366, 376, 368] [POCSO- 5/6]"
1057,CHHATARPUR,2,POCSO Cases,"[IPC- 341, 354A, 34, 354] [POCSO- 7/8]"
1058,CHHATARPUR,2,POCSO Cases,"[IPC- 363, 366, 376, 328, 342] [POCSO- 3/4]"
1059,CHHATARPUR,1,POCSO Cases,"[IPC- 363,366,376(2)N] [POCSO- 5/6]"
1060,CHHATARPUR,1,POCSO Cases,"[IPC- 376,376(2)N,342,450,506] [POCSO- 5/6]"
1061,CHHATARPUR,1,POCSO Cases,"[IPC- 354A,354D] [POCSO- 11/12]"
1062,CHHATARPUR,1,POCSO Cases,"[IPC- 363, 366,, 376,506,376(2)(5), 376(2)(6)] [POCSO- 3/4, 5/6]"
1063,CHHATARPUR,2,POCSO Cases,"[IPC- 363,376,34] [POCSO- 3/4] [IPC- 363,376,34] [POCSO- 3/4]"
1064,CHHATARPUR,1,POCSO Cases,"[IPC- 363,366,376,376(2)N] [POCSO- 5/6]"
1065,CHHATARPUR,2,POCSO Cases,"[IPC- 354,341,294,506,34] [POCSO- 7/8]"
1066,CHHATARPUR,1,POCSO Cases,[IPC- 354 294 323 504] [POCSO- 7/8]
1067,CHHATARPUR,1,POCSO Cases,"[IPC- 354, 506] [POCSO- 7/8]"
1068,CHHATARPUR,1,POCSO Cases,"[IPC- 354C, 354D] [POCSO- 7/8]"
1069,CHHATARPUR,1,POCSO Cases,"[IPC- 363, 366, 376] [POCSO- 3/4]"
1070,CHHATARPUR,1,POCSO Cases,"[IPC- 354, 506] [POCSO- 7/8]"
1071,CHHATARPUR,1,POCSO Cases,"[IPC- 363, 376] [POCSO- 3/4]"
1072,CHHATARPUR,1,POCSO Cases,[IPC- 363 366 376-2(2) 6] [POCSO- 3/4]
1073,CHHATARPUR,3,POCSO Cases,"[IPC- 363,366,376,34] [POCSO- 3/4]"
1074,CHHATARPUR,1,POCSO Cases,"[IPC- 354, 342] [POCSO- 11/12, 7/8]"
1075,CHHATARPUR,1,POCSO Cases,"[IPC- 341,294,354,323] [POCSO- 7/8]"
1076,CHHATARPUR,1,POCSO Cases,[IPC- 363 366 376] [POCSO- 3/4]
1077,CHHATARPUR,1,POCSO Cases,"[IPC- 456, 354, 457] [POCSO- 7/8]"
1078,CHHATARPUR,1,POCSO Cases,"[IPC- 363, 366K, 376] [POCSO- 5/6]"
1079,CHHATARPUR,1,POCSO Cases,"[IPC- 342, 376] [POCSO- 5/6]"
1080,CHHATARPUR,1,POCSO Cases,"[IPC- 377,511] [POCSO- 3/4,7/8]"
1081,CHHATARPUR,1,POCSO Cases,"[IPC- 363,366,376] [POCSO- 5/6]"
1082,CHHATARPUR,4,POCSO Cases,"[IPC- 354A,294,506,354D,354,34] [POCSO- 7/8]"
1083,CHHATARPUR,2,POCSO Cases,"[IPC- 363,366,376(2)N] [POCSO- 3/4,5/6]"
1084,CHHATARPUR,3,POCSO Cases,"[IPC- 354, 354A, 354D, 34] [POCSO- 7/8/12]"
1085,CHHATARPUR,3,POCSO Cases,"[IPC- 363,366,376,506,34] [POCSO- 3/4]"
1086,CHHATARPUR,1,POCSO Cases,"[IPC- 294,354,506] [POCSO- 7/8]"
1087,CHHATARPUR,1,POCSO Cases,[IPC- 354] [POCSO- 7/8]
1088,CHHATARPUR,1,POCSO Cases,"[IPC- 376(2)] [POCSO- 3/4, 5/6]"
1089,CHHATARPUR,1,POCSO Cases,"[IPC- 354A, 506, 354] [POCSO- 7/8]"
1090,CHHATARPUR,1,POCSO Cases,[IPC- 341 354 323 204 506] [POCSO- 11/12]
1091,CHHATARPUR,1,POCSO Cases,"[IPC- 363,366, 376, 376(2)] [POCSO- 5/6]"
1092,CHHATARPUR,3,POCSO Cases,"[IPC- 363, 366, 376, 342, 376(2)N, 365, 195A, 34] [POCSO- 5/6, 3/4]"
1093,CHHATARPUR,1,POCSO Cases,"[IPC- 456,458,354] [POCSO- 7/8]"
1094,CHHATARPUR,1,POCSO Cases,"[IPC- 376(2), 376(2)(1)] [POCSO- 5/6]"
1095,CHHATARPUR,4,POCSO Cases,"[IPC- 341,354(A),323,506,354,190,34] [POCSO- 7/8,11/12]"
1096,CHHATARPUR,1,POCSO Cases,"[IPC- 354,506] [POCSO- 7/8]"
1097,CHHATARPUR,1,POCSO Cases,[IPC- 354K(1) 376 511] [POCSO- 7/8]
1098,CHHATARPUR,5,POCSO Cases,"[IPC- 342,363,328,376,506,34] [POCSO- 3/4]"
1099,CHHATARPUR,1,POCSO Cases,"[IPC- 363,366,376] [POCSO- 3/4]"
1100,CHHATARPUR,2,POCSO Cases,"[IPC- 363,366,376,342,34] [POCSO- 5/6]"
1101,CHHATARPUR,1,POCSO Cases,[IPC- 354] [POCSO- 7/8]
1102,CHHATARPUR,1,POCSO Cases,"[IPC- 363, 366K, 376, 376(2)(D),] [POCSO- 3/4, 5/6]"
1103,CHHATARPUR,1,POCSO Cases,"[IPC- 452, 294, 354, 506] [POCSO- 7/8]"
1104,CHHATARPUR,1,POCSO Cases,"[IPC- 376(2),366,506] [POCSO- 5/6]"
1105,CHHATARPUR,1,POCSO Cases,"[IPC- 363,323,354,] [POCSO- 7/8]"
1106,CHHATARPUR,1,POCSO Cases,"[IPC- 363,376(2)N] [POCSO- 5/6]"
1107,CHHATARPUR,1,POCSO Cases,"[IPC- 354, 506, 354D] [POCSO- 7/8]"
1108,CHHATARPUR,1,POCSO Cases,[IPC- 376] [POCSO- 7/8]
1109,CHHATARPUR,1,POCSO Cases,[IPC- 294 506 354] [POCSO- 7/8]
1110,CHHATARPUR,5,POCSO Cases,"[IPC- 363, 366, 376, 34] [POCSO- 3/4]"
1111,CHHATARPUR,1,POCSO Cases,"[IPC- 354,323,506] [POCSO- 9/10]"
1112,CHHATARPUR,1,POCSO Cases,[IPC- 354(A)] [POCSO- 7/8]
1113,CHHATARPUR,2,POCSO Cases,"[IPC- 354, 294, 323, 506,34] [POCSO- 7/8]"
1114,CHHATARPUR,1,POCSO Cases,"[IPC- 354, 294, 323, 506] [POCSO- 7/8]"
1115,CHHATARPUR,1,POCSO Cases,"[IPC- 363,366,376(3)] [POCSO- 5/6]"
1116,CHHATARPUR,1,POCSO Cases,"[IPC- 354,376,511] [POCSO- 7/8]"
1117,CHHATARPUR,1,POCSO Cases,[IPC- 376] [POCSO- 5/6]
1118,CHHATARPUR,1,POCSO Cases,"[IPC- 376, 506, 354] [POCSO- 5/6, 7/8]"
1119,CHHATARPUR,2,POCSO Cases,[IPC- 363 366 376 376(2 CHH) 109] [POCSO- 3/4]
1120,CHHATARPUR,1,POCSO Cases,[IPC- 363] [POCSO- 11/17]
1121,CHHATARPUR,1,POCSO Cases,"[IPC- 363, 366, 376] [POCSO- 3/4]"
1122,CHHATARPUR,1,POCSO Cases,"[IPC- 363,366,376,34] [POCSO- 3/4,5/6]"
1123,CHHATARPUR,1,POCSO Cases,"[IPC- 354,323,506] [POCSO- 7/8]"
1124,CHHATARPUR,1,POCSO Cases,"[IPC- 354,506,190] [POCSO- 7/8]"
1125,CHHATARPUR,1,POCSO Cases,"[IPC- 354,323,506] [POCSO- 7/8]"
1126,CHHATARPUR,1,Sensational & Heinous,[IPC- 302]
1127,CHHATARPUR,2,Sensational & Heinous,"[Atrocity- 3(2)5] [IPC- 302, 333, 34]"
1128,CHHATARPUR,4,Sensational & Heinous,"[IPC- 394,397,302] [ARMs- 25,27]"
1129,CHHATARPUR,4,Sensational & Heinous,"[IPC- 302,394,120] [ARMs- 25/27] [IPC- 302,394,120]"
1130,CHHATARPUR,2,Sensational & Heinous,[IPC- 302]
1131,CHHATARPUR,2,Sensational & Heinous,"[IPC- 376, 302, 201, 34]"
1132,CHHATARPUR,1,Sensational & Heinous,"[IPC- 342, 302, 34] [ARMs- 25/27]"
1133,CHHATARPUR,5,Sensational & Heinous,"[IPC- 302, 364A, 120B, 201, 34]"
1134,CHHATARPUR,1,Sensational & Heinous,"[IPC- 376, 306]"
1135,CHHATARPUR,2,Sensational & Heinous,"[IPC- 302, 201] [Atrocity- 3(2)5]"
1136,CHHATARPUR,8,Sensational & Heinous,"[IPC- 307,302,294,324,325,506,436,147,148,149]"
1137,CHHATARPUR,1,Sensational & Heinous,"[IPC- 420,467,471,419,171]"
1138,CHHATARPUR,3,Sensational & Heinous,"[IPC- 376,506]"
1139,CHHATARPUR,2,Sensational & Heinous,[IPC- 302]
1140,CHHATARPUR,3,Sensational & Heinous,"[IPC- 307, 302, 34]"
1141,CHHATARPUR,1,Sensational & Heinous,"[IPC- 376, 450, 449, 376?,?] [POCSO- 3/4, 5/6]"
1142,CHHATARPUR,1,Sensational & Heinous,[IPC- 376] [Atrocity- 3(2)(5)] [POCSO- 3/4]
1143,CHHATARPUR,1,Sensational & Heinous,"[IPC- 376, 376(2)(n)] [POCSO- 3/4, 5/6]"
1144,CHHATARPUR,2,Sensational & Heinous,"[IPC- 376(2)F, 376(2)I, 376(2)N, 506, 109, 34] [POCSO- 5/6]"
1145,CHHATARPUR,2,Sensational & Heinous,"[IPC- 363,302,201,34,]"
1146,CHHATARPUR,5,Sensational & Heinous,"[IPC- 302,294,323,506,34]"
1147,CHHATARPUR,1,Sensational & Heinous,[IPC- 302]
1148,CHHATARPUR,3,Sensational & Heinous,"[IPC- 302, 294, 365, 34] [ARMs- 25/27]"
1149,CHHATARPUR,2,Sensational & Heinous,[IPC- 302]
1150,CHHATARPUR,1,Sensational & Heinous,"[IPC- 376(2)f,376(2)i,s,n] [POCSO- 6]"
1151,CHHATARPUR,3,Sensational & Heinous,[IPC- 302] [ARMs- 25/27]
1152,CHHATARPUR,3,Sensational & Heinous,"[IPC- 376, 506, 294, 34] [POCSO- 3/4]"
1153,CHHATARPUR,1,Sensational & Heinous,"[IPC- 376, 302] [POCSO- 5/6]"
1154,CHHATARPUR,3,Sensational & Heinous,"[IPC- 394, 397, 302,]"
1155,CHHATARPUR,1,Sensational & Heinous,"[IPC- 460, 394, 302 IPC]"
1156,CHHINDWARA,1,POCSO Cases,"[IPC- 376(2)(f)] [POCSO- 3,4]"
1157,CHHINDWARA,4,POCSO Cases,"[IPC- 354,354(a),354(d),341,294,506,34] [POCSO- 7,8]"
1158,CHHINDWARA,1,POCSO Cases,"[IPC- 376(2)i,n,363,506] [POCSO- 4,6]"
1159,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366(a),376(2)(r)] [POCSO- 6]"
1160,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366,376,376(2)(n),342] [POCSO- 4,6] [Atrocity- 3(1)(b)(i,ii),3(2)(v)]"
1161,CHHINDWARA,1,POCSO Cases,"[IPC- 545,354,354(a)(1),354(d)] [POCSO- 8]"
1162,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366A,376(2)] [POCSO- 4,6] [Atrocity- 3(1)W(i),3(2)(V)A]"
1163,CHHINDWARA,1,POCSO Cases,"[IPC- 354,354(d)(1)] [POCSO- 7,8]"
1164,CHHINDWARA,1,POCSO Cases,[IPC- 354(D)(1)] [POCSO- 12] [Atrocity- 3(1)W(2)]
1165,CHHINDWARA,1,POCSO Cases,"[IPC- 376(2)(n),450,506] [POCSO- 6]"
1166,CHHINDWARA,1,POCSO Cases,"[IPC- 376,2,i,h,3376,2,n,452] [POCSO- 5,6]"
1167,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366(A),376n] [POCSO- 4,6]"
1168,CHHINDWARA,1,POCSO Cases,"[IPC- 354,354(A)(1)(i),323,342,376(2)(i),506] [POCSO- 6,8]"
1169,CHHINDWARA,1,POCSO Cases,"[IPC- 354,363,366(a),506] [POCSO- 8]"
1170,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366,376(2)(r)] [POCSO- 4,6]"
1171,CHHINDWARA,1,POCSO Cases,"[IPC- 377] [POCSO- 5,6,9,10]"
1172,CHHINDWARA,1,POCSO Cases,[IPC- 376(2)(f)] [POCSO- 6]
1173,CHHINDWARA,1,POCSO Cases,"[IPC- 451,354] [POCSO- 8]"
1174,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366,376,450] [POCSO- 6]"
1175,CHHINDWARA,1,POCSO Cases,"[IPC- 354,354A] [POCSO- 7,8]"
1176,CHHINDWARA,3,POCSO Cases,"[IPC- 363,366,376,506] [POCSO- 6]"
1177,CHHINDWARA,1,POCSO Cases,"[IPC- 363,376,] [POCSO- 4,6]"
1178,CHHINDWARA,1,POCSO Cases,"[IPC- 354(d),500,501] [POCSO- 11(i),12] [ITA- 66(c),66(d)]"
1179,CHHINDWARA,4,POCSO Cases,"[IPC- 363,366(a),376(2)(i),376(2)(n),313,315,506,34] [POCSO- 6]"
1180,CHHINDWARA,2,POCSO Cases,"[IPC- 363,366,506,120B,376(2)I] [POCSO- 4,6,17]"
1181,CHHINDWARA,1,POCSO Cases,
1182,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366(a),376(r)] [POCSO- 4,6]"
1183,CHHINDWARA,1,POCSO Cases,
1184,CHHINDWARA,2,POCSO Cases,"[IPC- 294,354(a)(1),506,34] [POCSO- 11(i),12]"
1185,CHHINDWARA,3,POCSO Cases,"[IPC- 354,354(a)(1),34,341] [POCSO- 8]"
1186,CHHINDWARA,1,POCSO Cases,"[IPC- 294,323,354(a)(1)(i)(iv),354(a)(2),354,354(a)(3),452,341] [POCSO- 8]"
1187,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366,376] [POCSO- 4,6]"
1188,CHHINDWARA,1,POCSO Cases,"[IPC- 452,354,354] [POCSO- 7,8]"
1189,CHHINDWARA,2,POCSO Cases,"[IPC- 363,366,376,376(2),368] [POCSO- 4,6]"
1190,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366,376] [POCSO- 4,6]"
1191,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366,376] [POCSO- 4,6]"
1192,CHHINDWARA,1,POCSO Cases,"[IPC- 354] [POCSO- 7,8]"
1193,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366,376(2)n,342,506,366(a),376(f),376(2)(j)] [POCSO- 4,6]"
1194,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366,376(2)(n)(l)] [POCSO- 6]"
1195,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366(a),376(2)(n)] [POCSO- 4,6]"
1196,CHHINDWARA,1,POCSO Cases,"[IPC- 452,354(a)(1),354(d)(i),294] [POCSO- 7,8] [Atrocity- 3(2)(va),3(1)(wi)]"
1197,CHHINDWARA,1,POCSO Cases,"[IPC- 363,366(a),376(2)(n)] [POCSO- 6]"
1198,CHHINDWARA,1,POCSO Cases,"[IPC- 376(2)(i)(n)] [POCSO- 4,6]"
