Index,District,No_of_Accused,Category,Acts
3706,MANDLA,1,POCSO Cases,"[POCSO- Section 451, 354, 354D IPC and 7/8 POCSO Act]"
3707,MANDLA,2,POCSO Cases,"[IPC- Section 363, 366A, 376, 376(2)(N), 506 IPC] [POCSO- 5/6 POCSO Act]"
3708,MANDLA,1,POCSO Cases,"[IPC- Section 363, 366A, 376, 376(2)(N) IPC] [POCSO- 5(l)/6 POCSO Act]"
3709,MANDLA,1,POCSO Cases,"[IPC- Section 354, 354A IPC and] [POCSO- 7/8, 9/10 POCSO Act]"
3710,MANDLA,1,POCSO Cases,"[IPC- Section 363, 376(2)(N) IPC] [POCSO- 5/6 POCSO Act]"
3711,MANDLA,1,POCSO Cases,"[IPC- 363,366,376(2) IPC] [POCSO- 7/8 POCSO ACT]"
3712,MANDLA,1,POCSO Cases,"[IPC- 366, 366A, 376(2)(N)] [POCSO- 3/4 and 5/6 POCSO Act]"
3713,MANDLA,1,POCSO Cases,"[POCSO- Section 341, 294, 342, 354 IPC and 7/8 POCSO Act]"
3714,MANDLA,1,POCSO Cases,"[IPC- 354, 363 IPC] [POCSO- 7/8 POCSO Act]"
3715,MANDLA,1,POCSO Cases,"[IPC- Section 376,376(2)a,,5(g)6 Posco Act]"
3716,MANDLA,1,POCSO Cases,"[IPC- Section 363, 366A, 376, 376(2) IPC] [POCSO- 3/4 POCSO Act]"
3717,MANDLA,4,POCSO Cases,"[POCSO- Under Section 363, 376(D) 34 IPC, 5/6 POCSO Act]"
3718,MANDLA,1,POCSO Cases,"[IPC- 376, 506 IPC] [POCSO- 5/6 POCSO ACT]"
3719,MANDLA,2,POCSO Cases,"[IPC- 363,366,366A,34,109,370,376(2)(N) IPC] [POCSO- 5/6 POCSO ACT]"
3720,MANDLA,1,POCSO Cases,"[IPC- Section 376(2),506, 302 ipc 5(m)6Posco Act] [POCSO- 5(m)6Posco Ac]"
3721,MANDLA,1,POCSO Cases,"[IPC- 363,366(a),376,376(2) ipc 5/6 Posco Act]"
3722,MANDLA,1,POCSO Cases,"[IPC- 363,366(a),376(2),376(2)N ipc 5/6 Posco Act]"
3723,MANDLA,1,POCSO Cases,"[POCSO- Section 363, 376(2)(N) IPC, POCSO Act 5, 6]"
3724,MANDLA,5,POCSO Cases,"[IPC- 363,366,376(2),IPC] [POCSO- 7/8 POCSO ACT]"
3725,MANDLA,1,POCSO Cases,"[IPC- 363,366A,344,376(2),376(3),506 IPC] [POCSO- 5/6 POCSO ACT]"
3726,MANDLA,1,POCSO Cases,"[IPC- SECTION 363,366,376 IPC] [POCSO- 5/6 POCSO ACT]"
3727,MANDLA,1,POCSO Cases,"[POCSO- Section 363, 366A, 376(2)(I)(L)(N) and 5(J)(II)(K)(L)/6 POCSO Act]"
3728,MANDLA,1,POCSO Cases,"[POCSO- Under Section 363, 366A, 376(2)(N) IPC, 5/6 POCSO Act]"
3729,MANDLA,1,POCSO Cases,"[POCSO- Section 354, 506, 456 IPC And Section 7/8 POCSO Act]"
3730,MANDLA,1,POCSO Cases,"[IPC- Section 363, 376(2)(I), 506B IPC and 3/4 POCSO Act]"
3731,MANDLA,1,POCSO Cases,"[POCSO- Section 363, 366, 376 IPC, Section 3/4 POCSO]"
3732,MANDLA,1,POCSO Cases,"[IPC- 363, 366A,376(2)(i)(n),313,506b IPC] [POCSO- 5/6 POCSO Act]"
3733,MANDLA,1,POCSO Cases,"[POCSO- Section 354, 354A, 506B IPC and 7/8 POCSO Act]"
3734,MANDLA,1,POCSO Cases,[IPC- Section 376(2)(N) IPC] [POCSO- 5/6 POCSO Act]
3735,MANDLA,1,POCSO Cases,"[IPC- 363,366,366A,376(2)(N) IPC] [POCSO- 3/4, 5(l)/6 POCSO Act]"
3736,MANDLA,1,POCSO Cases,"[IPC- 341,354,354A,354A(1) IPC] [POCSO- 11/12 POCSO ACT]"
3737,MANDLA,1,POCSO Cases,"[IPC- 420,363,366,376(2)N ipc 5/6 Posco Act]"
3738,MANDLA,1,POCSO Cases,"[IPC- Section 363, 366A, 376(2)(N) IPC] [POCSO- 3/4, 5/6 POCSO Act]"
3739,MANDLA,1,POCSO Cases,"[IPC- Section 363, 366, 366A, 376(2)(N) IPC] [POCSO- 5/6 POCSO Act]"
3740,MANDLA,1,POCSO Cases,"[IPC- Section 376, 450 ipc 3/4 Pasco Act]"
3741,MANDLA,1,POCSO Cases,"[POCSO- 363,366 ipc, 7/8 pocso act]"
3742,MANDLA,1,POCSO Cases,"[IPC- 363,366,366A,376(2)(f) IPC] [POCSO- 5(n)/6 POCSO Act]"
3743,MANDLA,2,POCSO Cases,"[POCSO- Section 341, 354 34 IPC And Section 7/8 POCSO Act]"
3744,MANDLA,1,POCSO Cases,"[IPC- 376,376(2)(I),376(2)(N) IPC,] [POCSO- 3/4 POCSO ACT]"
3745,MANDLA,1,POCSO Cases,"[POCSO- Section 363, 366, 366A, 376(2)(N) IPC, POCSO Act 5, 6]"
3746,MANDLA,1,POCSO Cases,"[IPC- Section 363,366,376(2)ipc 5/6 Pasco Act]"
3747,MANDLA,1,POCSO Cases,"[POCSO- 7/8 POCSO Act] [IPC- 341,354,354d,506b IPC]"
3748,MANDLA,1,POCSO Cases,"[IPC- Section 363, 366A,376(2)(N) IPC] [POCSO- 3/4, 5/6 POCSO Act]"
3749,MANDLA,1,POCSO Cases,"[IPC- Section 376, 376(3),506 IPC] [POCSO- 3/4 POCSO Act]"
3750,MANDLA,1,POCSO Cases,"[IPC- 376(2), 363,506 ipc 3/4 Posco Act]"
3751,MANDLA,1,POCSO Cases,"[IPC- 366,366,366A,376(2)(i) IPC] [POCSO- 3/4 POCSO Act]"
3752,MANDLA,1,POCSO Cases,"[IPC- Section 363, 366A, 376(2)(N) IPC] [POCSO- 3/4, 5/6 POCSO Act]"
3753,MANDLA,2,POCSO Cases,"[IPC- 363,366,376(2) IPC] [POCSO- 7/8 POCSO ACT]"
3754,MANDLA,2,POCSO Cases,"[IPC- Section 354,452,341 IPC] [POCSO- 7/8 POCSO Act]"
3755,MANDLA,1,POCSO Cases,"[POCSO- Section 354,354D IPC and Section 11(i)/12 POCSO Act]"
3756,MANDLA,1,POCSO Cases,"[IPC- 354,506 ipc 7/8 POsco Act]"
3757,MANDLA,3,POCSO Cases,"[IPC- Section 363, 366A 34 IPC] [POCSO- 9/10 POCSO Act]"
3758,MANDLA,1,POCSO Cases,"[POCSO- Section 354, 354A(1)(i), 457 IPC And Section 7/8 POCSO Act]"
3759,MANDLA,1,POCSO Cases,"[POCSO- Section 354, 354A, 506 IPC And Section 7/8 POCSO Act]"
3760,MANDLA,1,POCSO Cases,"[POCSO- Section 363, 366A, 376(2)(N), 506-B, 342 IPC and 5(L)/6 POCSO Act]"
3761,MANDLA,1,POCSO Cases,"[IPC- 354,354A IPC] [POCSO- 9/10 POCSO Act]"
3762,MANDLA,1,POCSO Cases,"[IPC- 363,366A,376(2)(N),506 IPC] [POCSO- 5/6 POCSO ACT]"
3763,MANDLA,1,POCSO Cases,"[IPC- Section 452,354 ipc 7/8 Posco]"
3764,MANDLA,1,POCSO Cases,"[IPC- Section 376,376(2) ipc 5/6 Posco]"
3765,MANDLA,1,POCSO Cases,"[POCSO- Section 354(A)(I)(II), 354(D) IPC and 7/8 POCSO Act]"
3766,MANDLA,1,POCSO Cases,"[POCSO- 5/6 POCSO Act] [IPC- 363, 366, 376(2)(D) IPC]"
3767,MANDLA,1,POCSO Cases,"[POCSO- Section 363, 342, 366, 366A, 376(2)(N), 506 IPC and Section 5/6 POCSO Act]"
3768,MANDLA,1,POCSO Cases,"[IPC- Section 363, 366A, 376(2)(N) IPC] [POCSO- 5/6 POCSO Act]"
3769,MANDLA,1,POCSO Cases,"[IPC- Section 363, 366, 376 IPC] [POCSO- 3/4 POCSO Act]"
3770,MANDLA,1,POCSO Cases,"[IPC- Section 451, 354, 354(A)(I)(II), 354(D), 506 IPC] [POCSO- Section 7/8 POCSO Act]"
3771,MANDLA,1,POCSO Cases,"[IPC- 376(3),376(2)(f),450,506 IPC] [POCSO- 5(n)(i)/6 POCSO Act]"
3772,MANDLA,1,POCSO Cases,"[IPC- SECTION 323,376 IPC] [POCSO- 3/4 POCSO ACT]"
3773,MANDLA,1,POCSO Cases,"[IPC- Section 376,376(2)(1),506 ipc 5/6 Pasco Act]"
3774,MANDLA,1,POCSO Cases,"[IPC- Section 450,376,376(2)N ipc 5/7 (11) Posco Ac]"
3775,MANDLA,1,POCSO Cases,"[IPC- Section 363, 366, 366A, 376 IPC] [POCSO- 5/6 POCSO Act]"
3776,MANDLA,1,POCSO Cases,"[IPC- Section 363, 363A, 376(2)(N) IPC] [POCSO- 5/6 POCSO Act]"
3777,MANDLA,1,POCSO Cases,"[IPC- 450,376,506,376(2)(h) IPC] [POCSO- 3/4, 5/6 POCSO Act]"
3778,MANDLA,1,POCSO Cases,"[IPC- 354A(1),506B IPC] [POCSO- 7/8 POCSO ACT]"
3779,MANDLA,1,POCSO Cases,"[IPC- Section 363,366(a),456a ipc 7/8 Posco]"
3780,MANDLA,1,POCSO Cases,"[POCSO- Section 363,366, 376(2)(N) IPC And Section 5/6 POCSO Act]"
3781,MANDLA,4,POCSO Cases,"[IPC- Section 363, 376(D),149,323 IPC] [POCSO- 3/4, 16/17 POCSO Act]"
3782,MANDLA,1,POCSO Cases,"[IPC- Section 384, 354,467,468,471,509 IPC] [ITA- 66(E),67(A),72 IT Act] [POCSO- 7/8, 11/12 POCSO Act]"
3783,MANDLA,1,POCSO Cases,"[IPC- Section 376(2)(N), 376(2)(F), 376(2)(I), 506 IPC] [POCSO- 5/6 POCSO Act]"
3784,MANDLA,1,POCSO Cases,"[IPC- 376,376(2)(I),376(2)(N),506 IPC] [POCSO- 5(L)/6 POCSO ACT]"
3785,MANDLA,1,POCSO Cases,"[IPC- 341,354(a),506 ipc 7/8 Posco Act]"
3786,MANDLA,1,POCSO Cases,"[POCSO- Section 363, 354A(I)(II) IPC and 7/8 POCSO Act]"
3787,MANDLA,1,POCSO Cases,"[IPC- 451,294,354,354(a)(1) IPC] [POCSO- 7/8 POCSO Act]"
3788,MANDLA,1,POCSO Cases,"[IPC- Section 376(2)(f), 506 IPC] [POCSO- 5(n)/6 POCSO Act]"
3789,MANDLA,2,POCSO Cases,"[POCSO- Section 363, 366, 366(A) and 370 IPC and 7/8 POCSO Act]"
3790,MANDLA,1,POCSO Cases,"[IPC- Section 376(2)(i), 506 IPC] [POCSO- 5/6 POCSO Act]"
3791,MANDLA,1,POCSO Cases,"[POCSO- Section 354, 354D, 294 34 IPC, Section 7/8 POCSO Act]"
3792,MANDLA,1,POCSO Cases,"[IPC- Section 363, 366A, 376(2)(N) IPC] [POCSO- 5/6 POCSO Act]"
3793,MANDLA,1,POCSO Cases,"[IPC- 450,376(2)(I) IPC] [POCSO- 3/4 POCSO Act]"
3794,MANDLA,1,POCSO Cases,"[IPC- 363,376(3) IPC] [POCSO- 3/4 POCSO ACT]"
3795,MANDLA,3,POCSO Cases,"[IPC- 363,366A,376,109 IPC] [POCSO- 3/4 POCSO ACT]"
3796,MANDLA,1,POCSO Cases,"[IPC- Section ,363,376, ipc 3/4 Posco]"
3797,MANDLA,3,POCSO Cases,"[POCSO- Section 363, 366A, 376(2)(I) and 5(G)/6 POCSO Act]"
3798,MANDLA,1,POCSO Cases,"[POCSO- Section 354A, 354B IPC and Section 9/10 POCSO Act]"
3799,MANDLA,1,POCSO Cases,"[IPC- Section 376(2)(N), 506 IPC] [POCSO- 3/4, 5/6 POCSO Act]"
3800,MANDLA,1,POCSO Cases,"[IPC- Section 363,376(2)(N), 366A IPC] [POCSO- 5/6 POCSO Act]"
3801,MANDLA,1,POCSO Cases,"[IPC- 363, 366A,376,354b IPC] [POCSO- 3/4 POCSO Act]"
3802,MANDLA,1,POCSO Cases,"[IPC- 376(2)(n) ipc] [POCSO- 3/4,5(n)/6 POCSO Act]"
3803,MANDLA,1,POCSO Cases,"[POCSO- Section 354,354(d) IPC and 7/8 POCSO Act]"
3804,MANDLA,4,POCSO Cases,"[IPC- Section 363,366,376(2)N,109, 34 ipc 4/6 Posco Act]"
3805,MANDLA,1,POCSO Cases,"[POCSO- Section 342, 354, 354(A), 363, 366(A) IPC, POCSO Act 7, 8]"
3806,MANDLA,1,POCSO Cases,"[IPC- Section 354,354A,506,363,366A IPC] [POCSO- 7/8, 9/10 POCSO Act]"
3807,MANDLA,1,POCSO Cases,"[IPC- Section 450,376(I)(N),506B IPC] [POCSO- 5(L)/6 POCSO Act]"
3808,MANDLA,1,POCSO Cases,"[IPC- 341,354,294 IPC] [POCSO- 7/8 POCSO ACT]"
3809,MANDLA,1,POCSO Cases,"[IPC- 363,366A,376(2)(N) IPC] [POCSO- 5/6 POCSO ACT]"
3810,MANDLA,3,POCSO Cases,"[IPC- SECTION 376,368 IPC] [POCSO- 5/6 POCSO Act]"
3811,MANDLA,1,POCSO Cases,"[IPC- Section 363, 366A and 376(2)(I) IPC] [POCSO- 3/4 POCSO Act]"
3812,MANDLA,1,POCSO Cases,"[POCSO- Section 363, 366, 366A, 376(2)(N) IPC and 5(L)/6 POCSO Act]"
3813,MANDLA,1,POCSO Cases,[IPC- Section 376(2)(N) IPC] [POCSO- 5/6 POCSO Act]
3814,MANDLA,2,Sensational & Heinous,"[IPC- Section 364,302, 302/34, 201 IPC]"
3815,MANDLA,1,Sensational & Heinous,"[IPC- Section 302, 201 IPC]"
3816,MANDLA,1,Sensational & Heinous,"[POCSO- Section 363, 366A, 376, 376(2) IPC and Section 5(J)/6 POCSO Act]"
3817,MANDLA,3,Sensational & Heinous,"[IPC- Section 363, 366A, 376(2)(N), 376(D), 34 IPC] [POCSO- 5/6 POCSO Act]"
3818,MANDLA,1,Sensational & Heinous,"[IPC- Section 354, 354B, 376(A)(B) IPC] [POCSO- 5(M)/6, 9(M)/10 POCSO Act]"
3819,MANDLA,1,Sensational & Heinous,"[IPC- Section 363, 377 IPC] [POCSO- 5(m)/6 POCSO Act]"
3820,MANDLA,1,Sensational & Heinous,[IPC- Section 302 IPC]
3821,MANDLA,3,Sensational & Heinous,"[IPC- Section 302,34 ipc]"
3822,MANDLA,3,Sensational & Heinous,"[IPC- Section 363,366A,376(2)(I) IPC & 5/6 Posco Act]"
3823,MANDLA,1,Sensational & Heinous,"[IPC- Section 363,366A,376(2)(I) IPC] [POCSO- Section 5(m)/6 POCSO Act]"
3824,MANDLA,1,Sensational & Heinous,[IPC- 302 IPC]
3825,MANDLA,1,Sensational & Heinous,"[IPC- Section 363, 366A, 376 IPC] [POCSO- 3/4 POCSO Act] [Atrocity- 3(1)(W), 3(1)(V) SC/ST Act]"
3826,MANDLA,1,Sensational & Heinous,[IPC- Section 302 IPC]
3827,MANDLA,1,Sensational & Heinous,"[IPC- Section 363,366A,376(2)(N),506 IPC] [POCSO- 5(L)/6, 5(J)(ii) POCSO Act]"
3828,MANDLA,1,Sensational & Heinous,"[IPC- Section 232,376 IPC] [POCSO- 3/4 POCSO]"
3829,MANDLA,3,Sensational & Heinous,"[IPC- Section 376(D), 506 IPC] [Atrocity- 3(2)(5) SC/ST Act]"
3830,MANDLA,3,Sensational & Heinous,"[IPC- Section 302,201,34,376D,34 ipc] [Atrocity- 3(2)(5) ST/SC Act]"
3831,MANDLA,1,Sensational & Heinous,"[IPC- Section 307,302 ipc]"
3832,MANDLA,1,Sensational & Heinous,"[IPC- Section 376(2)(I) IPC] [POCSO- 3/4 POCSO Act] [Atrocity- 3(1)(w)(i), 3(1)(w)(ii), 3(2)(5) SC/ST Act]"
3833,MANDLA,1,Sensational & Heinous,"[IPC- Section 376(2)(J), 376(2)(I), 376(2)(N) IPC]"
3834,MANDLA,3,Sensational & Heinous,"[IPC- Section 498A, 304B, 34 IPC] [DPA- Section 3,4 DP Act]"
3835,MANDLA,1,Sensational & Heinous,[IPC- 307]
3836,MANDLA,1,Sensational & Heinous,"[IPC- ection 376(2),302,506,20 & 5,6 Posco Act]"
3837,MANDLA,1,Sensational & Heinous,"[IPC- Section 302,376a,201 ipc]"
3838,MANDLA,1,Sensational & Heinous,"[IPC- Section 363, 366A, 376(2)(I)(L)(N) IPC] [POCSO- 5(J)(II)(K)(L)/6 POCSO Act]"
3839,MANDLA,1,Sensational & Heinous,"[IPC- Section 342, 376(2)(N), 506 IPC]"
3840,MANDLA,1,Sensational & Heinous,"[IPC- Section 302, 201 IPC]"
3841,MANDLA,1,Sensational & Heinous,[IPC- 302 IPC]
3842,MANDLA,1,Sensational & Heinous,[IPC- Section 302 IPC]
3843,MANDLA,3,Sensational & Heinous,"[IPC- SECTION 376,368 IPC] [POCSO- SECTION 5/6 POSCO ACT]"
3844,MANDSAUR,1,POCSO Cases,[POCSO- 7/8]
3845,MANDSAUR,1,POCSO Cases,[POCSO- 5/6]
3846,MANDSAUR,1,POCSO Cases,"[POCSO- 5/6] [IPC- 376(2)n, 506]"
3847,MANDSAUR,1,POCSO Cases,[POCSO- 5/6]
3848,MANDSAUR,1,POCSO Cases,[POCSO- 7/8]
3849,MANDSAUR,1,POCSO Cases,"[POCSO- 5/6] [IPC- 376, 363]"
3850,MANDSAUR,1,POCSO Cases,"[IPC- 376, 363, 366] [POCSO- 5/6]"
3851,MANDSAUR,1,POCSO Cases,[POCSO- 7/8]
3852,MANDSAUR,1,POCSO Cases,
3853,MANDSAUR,1,POCSO Cases,"[IPC- 354, 354A, 452] [POCSO- 9/10]"
3854,MANDSAUR,1,POCSO Cases,"[IPC- 354,354A,] [POCSO- 7/8]"
3855,MANDSAUR,1,POCSO Cases,"[IPC- 363, 366, 376(2)N, 506, 342] [POCSO- 5L/6]"
3856,MANDSAUR,1,POCSO Cases,[POCSO- 7/8]
3857,MANDSAUR,6,POCSO Cases,"[IPC- 366, 366?, 370, 370?, 372, 373, 376, 376(2)L, 109] [POCSO- 3/4, 5(k)6] [Othr- anetik deh vyapar adhiniyam 1956- section 3, 4, 5]"
3858,MANDSAUR,1,POCSO Cases,[POCSO- 3/4]
3859,MANDSAUR,1,POCSO Cases,[POCSO- 5/6]
3860,MANDSAUR,1,POCSO Cases,[POCSO- 3/4]
3861,MANDSAUR,1,POCSO Cases,"[POCSO- 7/8] [IPC- 354, 506]"
3862,MANDSAUR,1,POCSO Cases,"[POCSO- 7/8] [IPC- 354D, 354, 452, 506]"
3863,MANDSAUR,1,POCSO Cases,[POCSO- 3/4]
3864,MANDSAUR,1,POCSO Cases,[POCSO- 7/8]
3865,MANDSAUR,2,POCSO Cases,"[POCSO- 5/6] [IPC- 376(2) 376(2)(I),344(B), 368, 363, 328]"
3866,MANDSAUR,2,POCSO Cases,"[POCSO- 11/12] [IPC- 354A, 354D , 506 , 34]"
3867,MANDSAUR,1,POCSO Cases,"[IPC- 354, 354A] [POCSO- 7/8]"
3868,MANDSAUR,4,POCSO Cases,"[IPC- 363, 366, 34] [POCSO- 7/8]"
3869,MANDSAUR,1,POCSO Cases,"[IPC- 452,354,354A,506] [POCSO- 11(4)/12,7/8]"
3870,MANDSAUR,5,POCSO Cases,[POCSO- 5/6]
3871,MANDSAUR,1,POCSO Cases,[POCSO- 3/4]
3872,MANDSAUR,1,POCSO Cases,[POCSO- 5/6]
3873,MANDSAUR,1,POCSO Cases,[POCSO- 7/8]
3874,MANDSAUR,2,POCSO Cases,"[POCSO- 3/4,5L/6,17] [IPC- 363,366,376(2)N,506,109]"
3875,MANDSAUR,4,POCSO Cases,"[POCSO- 7/8, 11, 12] [IPC- 354a , 323, 294, 506]"
3876,MANDSAUR,1,POCSO Cases,"[POCSO- 5/6] [IPC- 376, 366, 363]"
3877,MANDSAUR,1,POCSO Cases,[POCSO- 5/6]
3878,MANDSAUR,1,POCSO Cases,"[POCSO- 7/8] [IPC- 354,294, 506]"
3879,MANDSAUR,1,POCSO Cases,"[IPC- 354,354D,506] [POCSO- 7,8,11(i),12]"
3880,MANDSAUR,2,POCSO Cases,[POCSO- 3/4]
3881,MANDSAUR,1,POCSO Cases,"[POCSO- 5/6,] [IPC- 376, 363, 366(2)N]"
3882,MANDSAUR,1,POCSO Cases,"[IPC- 363,366,354,506] [POCSO- 7/8]"
3883,MANDSAUR,1,POCSO Cases,"[POCSO- 7/8] [IPC- 354A, 456, 506]"
3884,MANDSAUR,2,POCSO Cases,
3885,MANDSAUR,1,POCSO Cases,"[PCA- 7/8] [IPC- 354,]"
3886,MANDSAUR,1,POCSO Cases,"[IPC- 376(2), 506] [POCSO- 3/4]"
3887,MANDSAUR,5,POCSO Cases,"[POCSO- 7/8] [IPC- 376, 363, 366, 368, 342, 344, 109]"
3888,MANDSAUR,5,POCSO Cases,"[POCSO- 3,4,5,6(1)] [IPC- 376, 363(21), 344, 506, 34]"
3889,MANDSAUR,3,POCSO Cases,"[POCSO- 3,4.,17] [IPC- 376, 370, 109]"
3890,MANDSAUR,1,POCSO Cases,"[IPC- 363, 376(3), 506, 376(2)(B),] [POCSO- 3/4, 5c/6]"
3891,MANDSAUR,1,POCSO Cases,"[POCSO- 3/4] [IPC- 363,366,376(2)N]"
3892,MANDSAUR,1,POCSO Cases,"[POCSO- 5/6] [IPC- 376, 363, 366]"
3893,MANDSAUR,1,POCSO Cases,[POCSO- 5/6]
3894,MANDSAUR,1,POCSO Cases,[POCSO- 5/6]
3895,MANDSAUR,1,POCSO Cases,"[IPC- 376, 303, 366, 379a] [POCSO- 5/6]"
3896,MANDSAUR,1,POCSO Cases,"[IPC- 363,366,376(2)n,376(2)m,368] [POCSO- 5/6]"
3897,MANDSAUR,1,POCSO Cases,[POCSO- 3/4]
3898,MANDSAUR,1,POCSO Cases,[POCSO- 3/4]
3899,MANDSAUR,2,POCSO Cases,"[POCSO- 7/8] [IPC- 354, 456, 323, 506,34]"
3900,MANDSAUR,1,POCSO Cases,"[IPC- 354, 354A, 452, 506] [POCSO- 9/10, 11, 12]"
3901,MANDSAUR,1,POCSO Cases,"[IPC- 354,354A] [POCSO- 7/8]"
3902,MANDSAUR,1,POCSO Cases,[POCSO- 5/6]
3903,MANDSAUR,1,POCSO Cases,[POCSO- 3/4]
3904,MANDSAUR,1,POCSO Cases,"[POCSO- 7/8] [IPC- 363,354,354A,506]"
3905,MANDSAUR,1,POCSO Cases,"[POCSO- 7/8] [IPC- 354, 354A, 506]"
3906,MANDSAUR,1,POCSO Cases,"[POCSO- 5/6] [IPC- 363,376(2)N]"
3907,MANDSAUR,1,POCSO Cases,[POCSO- 5/6]
3908,MANDSAUR,1,POCSO Cases,"[POCSO- 3/4,6] [IPC- 376(2), 363, 366 ,344, 506]"
3909,MANDSAUR,2,POCSO Cases,"[POCSO- 5/6] [IPC- 376(2)N, 363, 366,34]"
3910,MANDSAUR,1,POCSO Cases,"[IPC- 376, 366, 3636] [POCSO- 3, 4, 5, 6]"
3911,MANDSAUR,1,POCSO Cases,[POCSO- 5/6]
3912,MANDSAUR,1,POCSO Cases,[POCSO- 5/6]
3913,MANDSAUR,2,POCSO Cases,"[POCSO- 7/8] [IPC- 354, 506, 109, 34]"
3914,MANDSAUR,1,POCSO Cases,"[POCSO- 5/6] [IPC- 376(2)N, 506, 323]"
3915,MANDSAUR,1,POCSO Cases,"[POCSO- 5/6] [IPC- 376, 363, 366]"
3916,MANDSAUR,1,POCSO Cases,"[POCSO- 11/12] [IPC- 306, 354, 201]"
3917,MANDSAUR,2,POCSO Cases,"[IPC- 363,366,354,506,] [POCSO- 7/8]"
3918,MANDSAUR,1,POCSO Cases,"[IPC- 363,376(2)(F)450,323,506] [POCSO- 5(1)6]"
3919,MANDSAUR,1,POCSO Cases,[POCSO- 3/4]
3920,MANDSAUR,2,POCSO Cases,"[POCSO- 5, 6/7] [IPC- 376(2)n, 109, 344, 506]"
3921,MANDSAUR,2,POCSO Cases,"[IPC- 363,366,376(i)N,506,34] [POCSO- 5/6]"
3922,MANDSAUR,1,POCSO Cases,"[IPC- 363,366,376(2)n,506] [POCSO- 5/6]"
3923,MANDSAUR,1,POCSO Cases,"[POCSO- 7/8] [IPC- 314, 506]"
3924,MANDSAUR,1,POCSO Cases,"[POCSO- 7/8] [IPC- 354, 354A]"
3925,MANDSAUR,1,POCSO Cases,"[POCSO- 5/6] [IPC- 376, 363, 366, 342, 506]"
3926,MANDSAUR,1,POCSO Cases,[POCSO- 5/6]
3927,MANDSAUR,1,POCSO Cases,[POCSO- 3/4]
3928,MANDSAUR,1,POCSO Cases,"[POCSO- 5/6] [IPC- 363, 376, 366,]"
3929,MANDSAUR,2,POCSO Cases,"[IPC- 354, 354A, 452, 506, 34]"
3930,MANDSAUR,2,POCSO Cases,"[IPC- 363, 366, 368, 109, 376(1)] [POCSO- 3/4, 17]"
3931,MANDSAUR,1,POCSO Cases,[POCSO- 3/4]
3932,MANDSAUR,1,POCSO Cases,"[POCSO- 7/8, 11(1)12] [IPC- 354, 354a 456, 323]"
3933,MANDSAUR,3,POCSO Cases,[POCSO- 3/4]
3934,MANDSAUR,1,POCSO Cases,[POCSO- 5/6]
3935,MANDSAUR,1,POCSO Cases,[POCSO- 5/6]
3936,MANDSAUR,1,POCSO Cases,[POCSO- 5/6]
3937,MANDSAUR,1,POCSO Cases,"[POCSO- 11/12] [IPC- 354a,509,452,506]"
3938,MANDSAUR,1,POCSO Cases,[POCSO- 7/8]
3939,MANDSAUR,2,POCSO Cases,"[POCSO- 5,6,7] [IPC- 376, 363, 366, 344, 109]"
3940,MANDSAUR,13,Sensational & Heinous,"[IPC- 307, 386, 34, 25,27 arms act]"
3941,MANDSAUR,1,Sensational & Heinous,[IPC- 376{2} 294] 506 and 67-a IT act]
3942,MANDSAUR,1,Sensational & Heinous,"[IPC- 302, 307] [ARMs- 25, 27]"
3943,MANDSAUR,5,Sensational & Heinous,"[IPC- 363, 376d, 376(2)n, 342, 506] [POCSO- 5(g)6, 5(l)/6]"
3944,MANDSAUR,1,Sensational & Heinous,[IPC- 354 354-a 452 506 and 9m 10 pocso]
3945,MANDSAUR,1,Sensational & Heinous,[POCSO- 5/6]
3946,MANDSAUR,7,Sensational & Heinous,"[IPC- 302, 307, 148, 147, 149]"
3947,MANDSAUR,3,Sensational & Heinous,"[IPC- 498-A, 307, 109, 34]"
3948,MANDSAUR,5,Sensational & Heinous,"[IPC- 302, 201]"
3949,MANDSAUR,1,Sensational & Heinous,[IPC- 302]
3950,MANDSAUR,1,Sensational & Heinous,"[IPC- 363,376[2]] [Atrocity- 3[2]va]"
3951,MANDSAUR,1,Sensational & Heinous,"[IPC- 376, 366, 363] [POCSO- 5/6 Pocso act]"
3952,MANDSAUR,6,Sensational & Heinous,"[IPC- 395, 396, 450]"
3953,MANDSAUR,5,Sensational & Heinous,"[IPC- 147, 148, 341, 435, 302]"
3954,MANDSAUR,3,Sensational & Heinous,"[IPC- 302, 34]"
3955,MANDSAUR,1,Sensational & Heinous,"[IPC- 302, 201]"
3956,MANDSAUR,5,Sensational & Heinous,[IPC- 394 120-b 109]
3957,MANDSAUR,1,Sensational & Heinous,[POCSO- 5/6]
3958,MANDSAUR,1,Sensational & Heinous,"[IPC- 302, 201, 34]"
3959,MANDSAUR,2,Sensational & Heinous,"[IPC- 376, 376-D, 377] [POCSO- 5-M/6]"
3960,MANDSAUR,2,Sensational & Heinous,"[IPC- 376, 366, 342, 506, 368, 109]"
3961,MANDSAUR,1,Sensational & Heinous,[IPC- 302]
3962,MANDSAUR,2,Sensational & Heinous,"[IPC- 363, 366, 376(2)m, 376A,B, 307, 376D B] [POCSO- 5(L)/6, 5(R)/6, 5(M)/6]"
3963,MORENA,1,Sensational & Heinous,"[IPC- 302/201/394/411] [ARMs- 25, 27]"
3964,MORENA,1,Sensational & Heinous,[IPC- 302]
3965,MORENA,2,Sensational & Heinous,"[IPC- 392] [Othr- 11,13 MPDP]"
